prob_class_0,prob_class_1,prob_class_2,prob_class_3,max_probability,predicted_class,predicted_class_name,forward
0.9999696,4.9268874e-06,8.045758e-06,1.747738e-05,0.9999696,0,none,True
0.9996145,0.00026635572,5.8434216e-06,0.000113249975,0.9996145,0,none,True
0.999959,2.2485207e-05,1.0199336e-05,8.365537e-06,0.999959,0,none,True
0.9991811,0.00064706773,0.00016860738,3.205063e-06,0.9991811,0,none,True
0.99990714,9.1245354e-05,7.170247e-07,8.449833e-07,0.99990714,0,none,True
0.9999701,2.0594378e-05,8.928041e-06,3.5111316e-07,0.9999701,0,none,True
0.9998816,0.000115843686,2.093569e-06,3.6749114e-07,0.9998816,0,none,True
0.99992645,5.436046e-06,4.554511e-05,2.2593238e-05,0.99992645,0,none,True
0.99998987,1.8160722e-06,7.853304e-06,4.723234e-07,0.99998987,0,none,True
0.99999094,8.7067865e-06,2.1820122e-07,1.2331273e-07,0.99999094,0,none,True
0.99999154,2.4353276e-06,2.72361e-07,5.7436587e-06,0.99999154,0,none,True
0.99999666,1.9047765e-06,1.2341073e-07,1.3277157e-06,0.99999666,0,none,True
0.9999958,1.9124013e-06,8.339454e-08,2.193217e-06,0.9999958,0,none,True
0.9999316,6.943547e-08,3.8783253e-07,6.794293e-05,0.9999316,0,none,True
0.9999856,1.0675516e-07,2.9298433e-06,1.1432893e-05,0.9999856,0,none,True
0.9999987,1.3417084e-08,1.1534141e-06,1.7624598e-07,0.9999987,0,none,True
0.99999607,3.890239e-06,4.248051e-08,3.8347945e-08,0.99999607,0,none,True
0.9999987,8.1882257e-07,4.5399565e-07,4.4167553e-08,0.9999987,0,none,True
0.9999999,4.5176304e-08,8.840672e-08,3.3283293e-08,0.9999999,0,none,True
0.999995,6.8746694e-08,4.7193116e-06,2.3934163e-07,0.999995,0,none,True
0.99999654,1.273701e-07,3.33584e-06,2.6641809e-08,0.99999654,0,none,True
0.99999964,2.5240302e-08,3.1412858e-07,1.4085692e-08,0.99999964,0,none,True
0.99999976,2.0808006e-09,2.1585214e-07,4.116598e-08,0.99999976,0,none,True
0.9999994,1.6421066e-07,2.3448415e-08,4.0666993e-07,0.9999994,0,none,True
0.9999987,3.348812e-07,6.160007e-07,3.213474e-07,0.9999987,0,none,True
0.99999774,6.256085e-08,3.7931707e-07,1.8107185e-06,0.99999774,0,none,True
0.9999995,2.2021963e-07,9.159692e-08,1.690819e-07,0.9999995,0,none,True
0.9999993,3.9495455e-07,1.607686e-07,2.0711681e-07,0.9999993,0,none,True
0.99991477,8.485275e-05,2.4707526e-07,1.1813731e-07,0.99991477,0,none,True
0.9999939,1.2133702e-06,7.9853606e-07,4.1040817e-06,0.9999939,0,none,True
0.9999206,7.777547e-05,5.227034e-07,1.1292298e-06,0.9999206,0,none,True
0.9999944,1.8068278e-06,2.2456077e-06,1.5034012e-06,0.9999944,0,none,True
0.99993634,1.2641282e-06,5.755841e-05,4.8103525e-06,0.99993634,0,none,True
0.99999,1.203034e-07,7.3070205e-06,2.6338535e-06,0.99999,0,none,True
0.99998844,9.663971e-06,1.5258306e-07,1.7734727e-06,0.99998844,0,none,True
0.99997723,1.7756011e-07,3.1486552e-06,1.9392059e-05,0.99997723,0,none,True
0.999977,2.6159332e-06,5.3022313e-06,1.5033658e-05,0.999977,0,none,True
0.99995935,2.4264877e-05,1.2756606e-05,3.6178546e-06,0.99995935,0,none,True
0.99999106,5.805334e-06,2.0376015e-06,1.1221754e-06,0.99999106,0,none,True
0.9997693,1.0717617e-05,0.00021628423,3.7295545e-06,0.9997693,0,none,True
0.99999714,1.5830694e-06,1.7688319e-07,1.1251849e-06,0.99999714,0,none,True
0.9999896,5.7615047e-08,7.381435e-06,2.971575e-06,0.9999896,0,none,True
0.9999981,1.5142303e-06,2.0808767e-07,1.4919155e-07,0.9999981,0,none,True
0.9999964,2.4752126e-08,3.0662163e-06,5.161131e-07,0.9999964,0,none,True
0.99999774,8.116474e-07,6.8470933e-07,7.8263406e-07,0.99999774,0,none,True
0.99999905,6.7610677e-07,3.2529084e-07,2.826852e-09,0.99999905,0,none,True
0.9999925,2.2128936e-06,4.0765028e-07,4.9102637e-06,0.9999925,0,none,True
0.9999944,4.603875e-06,4.079031e-07,6.396125e-07,0.9999944,0,none,True
0.9999945,2.0686916e-06,1.2444538e-06,2.2263798e-06,0.9999945,0,none,True
0.9998975,1.881615e-07,6.967386e-05,3.2598695e-05,0.9998975,0,none,True
0.99954623,3.515543e-05,0.00033741954,8.120334e-05,0.99954623,0,none,True
0.9998976,2.7574056e-06,6.767445e-05,3.199121e-05,0.9998976,0,none,True
0.99976,0.00019067754,4.820426e-05,1.1748018e-06,0.99976,0,none,True
0.99984443,6.1443757e-06,4.8078306e-05,0.000101315854,0.99984443,0,none,True
0.99985766,4.5219667e-06,2.13843e-05,0.000116376286,0.99985766,0,none,True
0.999985,2.1769204e-06,6.207765e-06,6.6224147e-06,0.999985,0,none,True
0.99999225,2.8777079e-06,8.177221e-08,4.7832323e-06,0.99999225,0,none,True
0.9999924,3.4213806e-06,3.061161e-06,1.1732687e-06,0.9999924,0,none,True
0.99999416,1.1506644e-06,2.3452028e-06,2.3825296e-06,0.99999416,0,none,True
0.9999324,9.962092e-06,4.3883312e-05,1.3784235e-05,0.9999324,0,none,True
0.9999931,4.2574925e-06,1.6226147e-06,9.863766e-07,0.9999931,0,none,True
0.99998283,3.8994253e-06,4.5237616e-06,8.700649e-06,0.99998283,0,none,True
0.9997662,0.000203192,2.7179658e-05,3.4519946e-06,0.9997662,0,none,True
0.9984895,0.0015008433,6.1447217e-06,3.5288424e-06,0.9984895,0,none,True
0.9996698,0.00029981497,1.4089073e-05,1.6289585e-05,0.9996698,0,none,True
0.99745876,0.0003219489,0.00029043,0.0019288483,0.99745876,0,none,True
0.98006827,0.015913153,0.0025233324,0.0014953044,0.98006827,0,none,True
0.9961546,0.00086853374,0.0024792475,0.00049759937,0.9961546,0,none,True
0.9999603,3.88438e-06,5.2062687e-06,3.0611343e-05,0.9999603,0,none,True
0.9995028,4.6013593e-05,7.6792e-06,0.00044353172,0.9995028,0,none,True
0.9989519,0.0010098673,6.558152e-06,3.15958e-05,0.9989519,0,none,True
0.998961,3.222541e-05,0.00027111487,0.00073569,0.998961,0,none,True
0.99859303,7.4354098e-06,0.0012387678,0.00016079452,0.99859303,0,none,True
0.99996793,4.6209607e-06,9.015241e-06,1.8443714e-05,0.99996793,0,none,True
0.9999844,1.4759497e-06,1.1146586e-05,2.951366e-06,0.9999844,0,none,True
0.9999838,4.4897797e-07,1.325134e-05,2.5372954e-06,0.9999838,0,none,True
0.9999691,1.5834539e-06,2.8705494e-05,6.3914996e-07,0.9999691,0,none,True
0.99995077,1.088547e-06,4.763399e-05,4.5114865e-07,0.99995077,0,none,True
0.99999785,1.5644556e-06,5.491772e-07,4.396529e-08,0.99999785,0,none,True
0.9999964,8.148549e-07,8.5385875e-07,1.924441e-06,0.9999964,0,none,True
0.99999285,6.664952e-07,2.766023e-06,3.730232e-06,0.99999285,0,none,True
0.99999917,1.405225e-08,9.3517734e-08,6.895069e-07,0.99999917,0,none,True
0.99999416,1.2572338e-08,3.775768e-07,5.4811953e-06,0.99999416,0,none,True
0.9999951,2.436204e-07,3.8465228e-06,8.001271e-07,0.9999951,0,none,True
0.9999541,5.7674595e-07,4.2924916e-05,2.4297829e-06,0.9999541,0,none,True
0.9999602,3.479399e-06,3.621826e-05,1.6065655e-07,0.9999602,0,none,True
0.9999703,5.6501113e-07,2.2152884e-05,7.013625e-06,0.9999703,0,none,True
0.9997708,1.6503116e-05,1.0513675e-05,0.00020215346,0.9997708,0,none,True
0.9997938,1.672586e-07,7.234587e-05,0.00013363326,0.9997938,0,none,True
0.9999616,9.747055e-09,6.684595e-06,3.1684973e-05,0.9999616,0,none,True
0.99998915,5.4726172e-08,9.334003e-06,1.492774e-06,0.99998915,0,none,True
0.99998045,2.2116674e-07,1.5941549e-05,3.3616157e-06,0.99998045,0,none,True
0.9999181,4.060099e-07,7.574218e-05,5.7699726e-06,0.9999181,0,none,True
0.99998975,3.857589e-06,5.9742492e-06,4.104626e-07,0.99998975,0,none,True
0.9999715,2.5825311e-05,3.6749475e-07,2.2837112e-06,0.9999715,0,none,True
0.9999906,8.795155e-06,3.148768e-07,2.7294737e-07,0.9999906,0,none,True
0.99988055,0.00011641648,1.582417e-06,1.4863475e-06,0.99988055,0,none,True
0.9999285,5.8615824e-05,6.1547275e-06,6.731129e-06,0.9999285,0,none,True
0.99980956,2.816211e-05,1.0221833e-05,0.00015204387,0.99980956,0,none,True
0.9968495,0.0016236086,0.0001199793,0.0014069177,0.9968495,0,none,True
0.99920267,0.0007562003,2.7845916e-05,1.3299798e-05,0.99920267,0,none,True
0.9852519,0.014355495,0.0002732862,0.00011931636,0.9852519,0,none,True
0.999967,3.166998e-05,1.2045464e-06,9.447116e-08,0.999967,0,none,True
0.9997335,0.00014782176,0.00011618398,2.4580013e-06,0.9997335,0,none,True
0.9999434,2.5904259e-05,2.9458337e-05,1.2613998e-06,0.9999434,0,none,True
0.9995871,0.00034640112,6.452514e-05,1.9101692e-06,0.9995871,0,none,True
0.9999776,1.1166129e-05,1.115889e-05,3.7872077e-08,0.9999776,0,none,True
0.9999602,9.8658165e-06,2.5251335e-05,4.6378077e-06,0.9999602,0,none,True
0.9998623,0.00013648925,1.2404533e-07,1.0248909e-06,0.9998623,0,none,True
0.99998724,8.835592e-07,9.776803e-06,2.0386763e-06,0.99998724,0,none,True
0.9999739,1.80613e-05,6.7328274e-06,1.3307836e-06,0.9999739,0,none,True
0.99999404,1.8669076e-06,2.3574662e-06,1.7091236e-06,0.99999404,0,none,True
0.9999826,3.933523e-07,1.3559051e-05,3.4106358e-06,0.9999826,0,none,True
0.99999475,3.5604512e-06,1.6244785e-06,3.6676855e-08,0.99999475,0,none,True
0.99999475,2.7213187e-07,2.9925272e-06,1.9784982e-06,0.99999475,0,none,True
0.99999905,4.2859392e-07,4.505055e-08,4.9987193e-07,0.99999905,0,none,True
0.9999976,7.1398944e-07,9.113116e-07,8.1438816e-07,0.9999976,0,none,True
0.99985397,2.227233e-06,1.4061109e-06,0.00014234471,0.99985397,0,none,True
0.99999106,3.863459e-06,4.183088e-06,9.0932275e-07,0.99999106,0,none,True
0.9999988,1.7320008e-07,4.226083e-07,6.319369e-07,0.9999988,0,none,True
0.9999062,9.209994e-05,2.0253658e-07,1.4943607e-06,0.9999062,0,none,True
0.999938,3.8159873e-05,9.079743e-06,1.4743149e-05,0.999938,0,none,True
0.99997807,2.1667854e-06,1.8826426e-05,9.100831e-07,0.99997807,0,none,True
0.9999989,1.4953298e-07,5.377325e-07,3.729954e-07,0.9999989,0,none,True
0.9999974,1.9420987e-07,3.08763e-07,2.082375e-06,0.9999974,0,none,True
0.99999785,4.8867165e-08,1.0863654e-06,9.765449e-07,0.99999785,0,none,True
0.9999989,5.898496e-07,3.3424666e-07,1.3696607e-07,0.9999989,0,none,True
0.9999993,6.1619846e-07,7.233069e-08,2.920858e-08,0.9999993,0,none,True
0.9999995,1.745379e-08,3.184868e-07,1.5010916e-07,0.9999995,0,none,True
0.9999999,8.225432e-08,8.554417e-08,4.3083013e-09,0.9999999,0,none,True
0.99999833,7.513427e-07,8.850769e-07,6.9750956e-09,0.99999833,0,none,True
0.9999987,2.3915208e-08,1.2950757e-06,1.8836179e-08,0.9999987,0,none,True
0.99999905,4.3814305e-07,2.5926903e-07,3.0284895e-07,0.99999905,0,none,True
0.99999976,1.10193824e-07,2.8044502e-08,5.0785715e-08,0.99999976,0,none,True
0.9995524,0.00044707904,3.0975878e-07,1.0797893e-07,0.9995524,0,none,True
0.9999765,2.3080556e-05,3.1660463e-07,8.690833e-08,0.9999765,0,none,True
0.9999783,1.6839489e-05,3.1234256e-06,1.7080523e-06,0.9999783,0,none,True
0.99975413,0.00019786599,3.3654767e-06,4.4607797e-05,0.99975413,0,none,True
0.9999639,2.4170662e-05,3.352087e-06,8.619614e-06,0.9999639,0,none,True
0.77474564,0.22522448,1.6252314e-05,1.366833e-05,0.77474564,0,none,True
0.9993374,0.0005636983,8.789146e-05,1.1049198e-05,0.9993374,0,none,True
0.99579763,0.0041827494,1.4465759e-05,5.1425222e-06,0.99579763,0,none,True
0.9996351,0.00023344661,0.00012922342,2.1631604e-06,0.9996351,0,none,True
0.9999503,3.4401884e-05,7.2057196e-06,8.062553e-06,0.9999503,0,none,True
0.9780903,0.021100633,0.00080656284,2.472432e-06,0.9780903,0,none,True
0.99997044,6.7334977e-06,2.2632166e-05,1.8983783e-07,0.99997044,0,none,True
0.9999981,1.1761243e-06,3.7756033e-07,3.062853e-07,0.9999981,0,none,True
0.9999511,3.5351728e-05,1.3305992e-05,2.3791519e-07,0.9999511,0,none,True
0.9999659,2.9991279e-05,2.274064e-06,1.7957342e-06,0.9999659,0,none,True
0.99998224,1.5902797e-05,1.8305078e-06,7.068643e-08,0.99998224,0,none,True
0.9999559,4.2622927e-05,1.0700911e-06,3.8714944e-07,0.9999559,0,none,True
0.9889135,0.011080672,1.7572232e-06,4.0516566e-06,0.9889135,0,none,True
0.99955887,0.00040705662,1.3235746e-05,2.0804033e-05,0.99955887,0,none,True
0.9994537,0.000495646,1.2398838e-05,3.8234186e-05,0.9994537,0,none,True
0.99999213,7.4363747e-06,1.0182228e-07,3.7940538e-07,0.99999213,0,none,True
0.9999907,2.5532463e-06,2.5525097e-07,6.5319978e-06,0.9999907,0,none,True
0.999974,1.8995952e-05,6.8015856e-06,1.8861968e-07,0.999974,0,none,True
0.9999962,2.4702717e-06,1.2881892e-06,8.984245e-08,0.9999962,0,none,True
0.9999666,8.253225e-06,2.4943864e-05,2.2907464e-07,0.9999666,0,none,True
0.99999535,3.6633112e-06,5.8175925e-07,3.7214878e-07,0.99999535,0,none,True
0.99999523,2.2525526e-06,5.309318e-07,1.9750908e-06,0.99999523,0,none,True
0.9999982,1.1542983e-06,3.0972775e-08,5.9412855e-07,0.9999982,0,none,True
0.9999927,4.3573077e-06,2.340494e-06,6.299378e-07,0.9999927,0,none,True
0.99998736,1.5145202e-06,4.7127814e-06,6.415308e-06,0.99998736,0,none,True
0.99960023,0.0003164075,5.0557654e-05,3.287102e-05,0.99960023,0,none,True
0.9999695,2.1676751e-05,8.059611e-06,7.919096e-07,0.9999695,0,none,True
0.9998702,4.4694956e-05,8.011748e-05,4.982154e-06,0.9998702,0,none,True
0.97848266,0.021383772,1.9894573e-05,0.000113710514,0.97848266,0,none,True
0.99400216,0.0059426227,2.9391416e-05,2.5773588e-05,0.99400216,0,none,True
0.99988437,6.940198e-05,3.6292113e-06,4.2573978e-05,0.99988437,0,none,True
0.9999696,1.0277532e-06,7.996826e-07,2.8590459e-05,0.9999696,0,none,True
0.9999678,1.0136213e-05,4.8852608e-06,1.7127002e-05,0.9999678,0,none,True
0.99998975,5.696359e-08,7.700833e-06,2.4440437e-06,0.99998975,0,none,True
0.9999883,1.0280485e-05,6.474567e-07,7.2359046e-07,0.9999883,0,none,True
0.99999774,1.4429781e-06,4.0969348e-07,4.198485e-07,0.99999774,0,none,True
0.99999607,3.3784256e-06,3.4750883e-07,2.6344486e-07,0.99999607,0,none,True
0.9999701,2.6964848e-05,2.2933434e-06,6.275431e-07,0.9999701,0,none,True
0.99989223,0.00010580018,1.1619289e-06,8.248744e-07,0.99989223,0,none,True
0.9999726,2.9875707e-06,4.1648555e-06,2.0212532e-05,0.9999726,0,none,True
0.9999788,1.728193e-05,2.4890571e-06,1.4415947e-06,0.9999788,0,none,True
0.999892,0.000104538034,1.0914018e-06,2.3191026e-06,0.999892,0,none,True
0.99999535,3.885479e-06,4.908744e-07,2.464649e-07,0.99999535,0,none,True
0.9997012,0.00028344305,1.19008255e-05,3.4168245e-06,0.9997012,0,none,True
0.9999956,3.0686886e-06,1.1994968e-06,1.7033489e-07,0.9999956,0,none,True
0.9999962,2.984389e-06,1.3713272e-07,6.479486e-07,0.9999962,0,none,True
0.99999833,9.34802e-08,1.4155066e-06,1.3537543e-07,0.99999833,0,none,True
0.99999285,6.8584477e-06,1.860946e-07,1.3776275e-07,0.99999285,0,none,True
0.99998677,9.763968e-06,3.4131033e-06,7.894541e-08,0.99998677,0,none,True
0.9999914,7.2652424e-06,9.485956e-07,3.3929896e-07,0.9999914,0,none,True
0.9999777,2.1237478e-05,1.0644715e-06,4.620922e-08,0.9999777,0,none,True
0.99999785,1.2708301e-06,1.03254465e-07,7.890959e-07,0.99999785,0,none,True
0.9999968,8.5731585e-08,1.3625709e-06,1.7334525e-06,0.9999968,0,none,True
0.99999964,2.468866e-07,5.6462127e-08,9.782706e-08,0.99999964,0,none,True
0.9999937,1.6951483e-06,3.852832e-06,7.3409126e-07,0.9999937,0,none,True
0.9999945,1.0158785e-06,4.2023153e-06,3.0501303e-07,0.9999945,0,none,True
0.9999951,3.6889378e-06,8.36945e-07,3.549209e-07,0.9999951,0,none,True
0.9999982,1.4027025e-06,1.5068468e-07,2.3361237e-07,0.9999982,0,none,True
0.9999982,2.6359404e-08,3.8500266e-07,1.3704926e-06,0.9999982,0,none,True
0.9999906,1.0693932e-07,4.6543073e-06,4.641745e-06,0.9999906,0,none,True
0.99999535,3.696995e-07,5.8152295e-07,3.6850745e-06,0.99999535,0,none,True
0.9999796,1.5849126e-05,6.849033e-07,3.843838e-06,0.9999796,0,none,True
0.99991286,3.7950651e-06,4.535876e-05,3.7946906e-05,0.99991286,0,none,True
0.99984086,0.00011420794,7.455522e-06,3.7407455e-05,0.99984086,0,none,True
0.9998485,0.00013931505,1.0670725e-05,1.5506718e-06,0.9998485,0,none,True
0.9999845,1.8580338e-06,2.104013e-06,1.1541531e-05,0.9999845,0,none,True
0.99995685,8.6211026e-07,3.5707162e-05,6.5695413e-06,0.99995685,0,none,True
0.9999919,3.512349e-06,4.365781e-06,2.8448085e-07,0.9999919,0,none,True
0.9999893,4.717008e-06,5.5597698e-06,4.879673e-07,0.9999893,0,none,True
0.99999917,3.002298e-07,3.3483792e-07,1.7228749e-07,0.99999917,0,none,True
0.99999475,1.8497608e-06,2.608382e-06,7.9566934e-07,0.99999475,0,none,True
0.9999957,2.8802879e-06,8.991136e-07,5.3966346e-07,0.9999957,0,none,True
