prob_class_0,prob_class_1,prob_class_2,prob_class_3,max_probability,predicted_class,predicted_class_name
0.999997,3.050279e-08,6.8256645e-07,2.2094957e-06,0.999997,0,none
0.9999987,3.902705e-08,1.3014409e-06,1.5732484e-08,0.9999987,0,none
0.99999857,8.094327e-07,5.7326804e-07,6.5696334e-08,0.99999857,0,none
0.9999933,6.4340584e-06,1.5485574e-07,1.0178609e-07,0.9999933,0,none
0.9999995,9.788976e-08,2.3846735e-07,1.0691458e-07,0.9999995,0,none
0.9999988,2.0549041e-07,3.0800612e-07,7.035554e-07,0.9999988,0,none
0.9999908,7.985412e-07,7.1356465e-07,7.6257124e-06,0.9999908,0,none
0.99999654,1.2406866e-06,2.001717e-06,2.408654e-07,0.99999654,0,none
0.99999976,8.6042434e-08,1.0446821e-07,1.6167851e-08,0.99999976,0,none
0.99999726,1.5710826e-06,1.0958181e-06,8.709731e-08,0.99999726,0,none
0.9999974,1.23373e-06,1.198807e-06,2.4962287e-07,0.9999974,0,none
0.99999523,4.106436e-06,6.348898e-07,8.524441e-08,0.99999523,0,none
0.99956757,0.00041154906,2.0441417e-05,4.279398e-07,0.99956757,0,none
0.9999137,8.44098e-05,1.7227827e-06,1.7402972e-07,0.9999137,0,none
0.9999285,2.7656328e-05,4.2887485e-05,9.3206495e-07,0.9999285,0,none
0.99963117,0.0003682022,5.6557144e-07,4.1317858e-08,0.99963117,0,none
0.9999913,7.915807e-06,2.2092314e-07,5.263455e-07,0.9999913,0,none
0.99999857,3.9511514e-07,3.786112e-07,6.7194554e-07,0.99999857,0,none
0.9999994,2.077558e-07,4.9438373e-08,3.969601e-07,0.9999994,0,none
0.9999989,1.9504105e-08,4.9099388e-08,1.041724e-06,0.9999989,0,none
0.9999995,3.635808e-07,3.6985e-08,8.131182e-08,0.9999995,0,none
0.99999833,1.5388333e-06,1.3427557e-07,3.2943262e-08,0.99999833,0,none
0.99999654,2.8776215e-06,5.60149e-07,4.3951314e-08,0.99999654,0,none
0.9999987,8.5606297e-07,4.3307224e-07,3.4768227e-08,0.9999987,0,none
0.99999976,1.30386715e-08,1.4968347e-07,3.4428087e-08,0.99999976,0,none
0.99999523,2.0555642e-06,2.475467e-06,2.5240084e-07,0.99999523,0,none
0.9999988,6.701998e-07,4.5287916e-07,8.764438e-08,0.9999988,0,none
0.9999995,2.5999293e-07,1.3745054e-07,3.622077e-08,0.9999995,0,none
0.99999976,3.1344438e-08,9.806059e-08,1.142038e-07,0.99999976,0,none
0.99999964,2.3008586e-07,6.8877874e-08,1.3409524e-08,0.99999964,0,none
0.9999993,4.4992836e-07,3.062839e-07,1.06507825e-08,0.9999993,0,none
0.99999964,2.6778936e-08,1.3423875e-07,1.5772919e-07,0.99999964,0,none
0.99999595,2.24731e-06,1.2658641e-07,1.683769e-06,0.99999595,0,none
0.99999523,4.5032643e-06,1.1704719e-07,1.6658241e-07,0.99999523,0,none
0.9999951,4.179014e-06,5.364254e-07,1.8503957e-07,0.9999951,0,none
0.9999863,9.211597e-06,5.254582e-07,4.0016002e-06,0.9999863,0,none
0.9999925,2.3787068e-06,4.944607e-07,4.642006e-06,0.9999925,0,none
0.9999784,1.9575366e-05,3.310166e-07,1.6654523e-06,0.9999784,0,none
0.9999975,1.2624826e-06,6.734261e-07,6.158355e-07,0.9999975,0,none
0.99999905,4.7080272e-07,3.4570274e-07,1.7921418e-07,0.99999905,0,none
0.9999975,1.2195765e-06,1.1511578e-06,7.325342e-08,0.9999975,0,none
0.99999964,1.5745941e-07,5.8651555e-08,9.609901e-08,0.99999964,0,none
0.9999987,7.2888315e-07,5.7215556e-07,4.1619902e-08,0.9999987,0,none
0.99999917,2.1710495e-07,5.054114e-07,6.820223e-08,0.99999917,0,none
0.9999994,8.61606e-09,3.0241267e-07,2.4549473e-07,0.9999994,0,none
0.99999857,8.124473e-09,1.3106778e-06,8.057009e-08,0.99999857,0,none
0.99999964,1.1417476e-08,2.3522837e-07,1.5595805e-07,0.99999964,0,none
0.99999845,9.490994e-08,1.8635974e-07,1.3097416e-06,0.99999845,0,none
0.9999993,1.1561686e-07,5.9056805e-07,2.557301e-08,0.9999993,0,none
0.9999999,3.8199732e-09,4.3060528e-08,6.0695314e-08,0.9999999,0,none
0.999995,4.1347226e-07,1.6387788e-06,3.0024016e-06,0.999995,0,none
0.99998593,1.2247836e-05,1.1368634e-06,6.2618284e-07,0.99998593,0,none
0.9999964,3.9317098e-07,1.01549e-06,2.2095198e-06,0.9999964,0,none
0.9999845,1.228004e-05,2.9057747e-07,2.8822533e-06,0.9999845,0,none
0.9999865,1.2968082e-05,3.761622e-07,1.1933685e-07,0.9999865,0,none
0.99999714,7.1829794e-07,1.9244699e-06,1.738863e-07,0.99999714,0,none
0.999969,1.027277e-05,1.2135152e-05,8.553314e-06,0.999969,0,none
0.9999093,8.7503555e-05,1.2295878e-06,1.9615e-06,0.9999093,0,none
0.9998832,8.121447e-08,0.00011664182,1.16022804e-07,0.9998832,0,none
0.9999682,6.0401735e-06,2.2732896e-05,3.0398153e-06,0.9999682,0,none
0.999858,2.3690345e-05,0.0001154229,2.801674e-06,0.999858,0,none
0.9999703,1.0110413e-05,1.8594548e-05,9.372705e-07,0.9999703,0,none
0.9998605,3.3285764e-06,0.0001162137,1.9856352e-05,0.9998605,0,none
0.99995077,2.9735787e-05,4.829866e-06,1.4692373e-05,0.99995077,0,none
0.9994616,6.9368366e-06,0.00037281704,0.0001586755,0.9994616,0,none
0.99994266,2.8279821e-05,1.23655e-05,1.6650965e-05,0.99994266,0,none
0.9991605,0.0008028047,2.5647643e-05,1.0987354e-05,0.9991605,0,none
0.99981385,0.00014897806,2.060833e-05,1.6631808e-05,0.99981385,0,none
0.99994063,1.3969956e-05,1.2441144e-05,3.290006e-05,0.99994063,0,none
0.99999714,1.3647744e-06,1.0053767e-06,4.6273908e-07,0.99999714,0,none
0.99997795,2.6159607e-06,3.231328e-06,1.622823e-05,0.99997795,0,none
0.9999778,4.7323027e-07,2.0423204e-05,1.2987072e-06,0.9999778,0,none
0.9999964,2.0974797e-07,3.2370012e-06,8.9299704e-08,0.9999964,0,none
0.9999989,8.9336254e-07,8.802335e-08,1.3571717e-07,0.9999989,0,none
0.999969,1.8337448e-07,8.852902e-06,2.1991722e-05,0.999969,0,none
0.9999956,2.157537e-07,3.4712696e-06,7.251674e-07,0.9999956,0,none
0.99999297,6.778926e-08,1.0429335e-06,5.9232893e-06,0.99999297,0,none
0.9999962,1.8855526e-06,5.6271665e-07,1.3452991e-06,0.9999962,0,none
0.99999416,9.095754e-07,2.8486172e-06,2.0336145e-06,0.99999416,0,none
0.99998844,3.2758878e-06,1.5842639e-06,6.6616726e-06,0.99998844,0,none
0.99996185,3.5151737e-05,3.7210367e-07,2.6410182e-06,0.99996185,0,none
0.9999739,6.4259552e-06,5.944755e-06,1.376757e-05,0.9999739,0,none
0.9999889,2.2023073e-07,5.1685815e-06,5.7201382e-06,0.9999889,0,none
0.9999478,1.5370792e-06,4.0345014e-05,1.0300451e-05,0.9999478,0,none
0.99999034,2.549649e-06,5.4511374e-06,1.6657469e-06,0.99999034,0,none
0.9999882,1.7040423e-06,1.6989212e-06,8.414847e-06,0.9999882,0,none
0.9997675,1.93896e-07,1.2006329e-06,0.00023112503,0.9997675,0,none
0.999997,4.3521288e-07,3.5094152e-07,2.2394242e-06,0.999997,0,none
0.9999558,3.5233197e-06,8.388958e-06,3.2302505e-05,0.9999558,0,none
0.99998987,7.7580435e-06,5.167781e-07,1.8847999e-06,0.99998987,0,none
0.999992,4.1680653e-07,3.6726353e-06,3.8380317e-06,0.999992,0,none
0.99999833,3.3913048e-07,1.2869837e-06,5.101408e-08,0.99999833,0,none
0.999997,6.0011025e-08,2.616889e-06,2.9877305e-07,0.999997,0,none
0.9999987,2.1798139e-09,1.2236438e-06,6.352005e-08,0.9999987,0,none
0.9999976,2.7633536e-07,1.837569e-06,2.2475889e-07,0.9999976,0,none
0.99999845,1.2332931e-07,8.093376e-07,5.8775095e-07,0.99999845,0,none
0.999997,1.9391074e-07,2.0745547e-06,6.833767e-07,0.999997,0,none
0.9999988,1.032809e-08,9.551003e-07,1.7217903e-07,0.9999988,0,none
0.9999962,7.257074e-07,3.138664e-07,2.750481e-06,0.9999962,0,none
0.9999938,1.355842e-06,4.7043427e-06,1.2621281e-07,0.9999938,0,none
0.9999887,6.909422e-08,9.836757e-06,1.4363502e-06,0.9999887,0,none
0.99914515,0.0007606638,7.876633e-05,1.5367297e-05,0.99914515,0,none
0.99722016,0.0027438635,1.8898994e-05,1.7063352e-05,0.99722016,0,none
0.99947757,0.00029155173,0.00013356462,9.740033e-05,0.99947757,0,none
