prob_class_0,prob_class_1,prob_class_2,prob_class_3,max_probability,predicted_class,predicted_class_name
0.99997914,2.0672378e-06,1.7907805e-05,8.7750425e-07,0.99997914,0,none
0.9999833,8.103213e-06,8.551454e-06,7.2101024e-08,0.9999833,0,none
0.9999988,4.8257124e-07,6.796214e-07,3.0453027e-08,0.9999988,0,none
0.9999927,5.6512704e-06,5.6103215e-07,1.0065878e-06,0.9999927,0,none
0.9999993,4.6625377e-07,5.7915507e-08,1.4076832e-07,0.9999993,0,none
0.9999995,5.2662724e-08,5.7119287e-08,3.2826463e-07,0.9999995,0,none
0.99999654,2.4794585e-06,5.639178e-08,9.521288e-07,0.99999654,0,none
0.9999938,4.018879e-06,4.382891e-07,1.7434095e-06,0.9999938,0,none
0.99999654,1.7860769e-07,2.5138324e-06,7.6909873e-07,0.99999654,0,none
0.99999654,1.6192111e-07,2.1824667e-06,1.0683747e-06,0.99999654,0,none
0.99999964,1.3090146e-07,8.438739e-08,1.5582648e-07,0.99999964,0,none
0.9999957,5.4192134e-07,3.3358467e-06,4.4452256e-07,0.9999957,0,none
0.9999937,1.0939336e-08,2.9567464e-06,3.3035258e-06,0.9999937,0,none
0.99999774,8.5720757e-07,1.1116399e-06,2.3843236e-07,0.99999774,0,none
0.99999917,2.733978e-07,5.238498e-07,4.4731014e-08,0.99999917,0,none
0.9999995,2.0766619e-08,2.0995195e-07,2.8835404e-07,0.9999995,0,none
0.99999917,3.6583586e-07,5.967159e-08,4.4531245e-07,0.99999917,0,none
0.9999994,3.5962483e-08,4.8195386e-07,1.2369799e-07,0.9999994,0,none
0.99999964,1.1204766e-07,2.5255906e-08,2.5315916e-07,0.99999964,0,none
0.9999951,1.639395e-06,9.667856e-07,2.3282796e-06,0.9999951,0,none
0.9999782,3.1478055e-06,8.9267974e-07,1.7804015e-05,0.9999782,0,none
0.9993729,2.132901e-07,0.00020298523,0.0004239831,0.9993729,0,none
0.99978095,2.1056098e-06,3.4308e-05,0.0001826396,0.99978095,0,none
0.9992811,0.00044620066,8.6320135e-05,0.00018634909,0.9992811,0,none
0.999863,5.3237777e-06,2.3969811e-05,0.000107637934,0.999863,0,none
0.9997496,3.8789367e-05,4.8495447e-05,0.0001631521,0.9997496,0,none
0.9986563,0.0012689063,3.0632523e-06,7.1751274e-05,0.9986563,0,none
0.9994178,3.4326786e-05,4.4610017e-05,0.00050325406,0.9994178,0,none
0.9965545,0.0008556107,0.0025345492,5.5345918e-05,0.9965545,0,none
0.9999585,2.253744e-06,9.740553e-06,2.9500363e-05,0.9999585,0,none
0.99888676,0.00092344213,0.00018806267,1.6903322e-06,0.99888676,0,none
0.99994767,3.3539402e-07,5.1582767e-05,3.6275395e-07,0.99994767,0,none
0.9999795,1.9398243e-07,1.6974369e-05,3.381851e-06,0.9999795,0,none
0.99999654,8.3821305e-07,7.3162767e-07,1.9017594e-06,0.99999654,0,none
0.99989665,4.6858863e-06,2.5872532e-05,7.283662e-05,0.99989665,0,none
0.9999274,6.37473e-07,8.214512e-06,6.375187e-05,0.9999274,0,none
0.9999893,8.219534e-06,2.1284654e-06,3.5874652e-07,0.9999893,0,none
0.9999918,1.5136533e-06,6.4412984e-06,2.3788583e-07,0.9999918,0,none
0.99998,2.0827044e-06,1.760223e-05,3.6639622e-07,0.99998,0,none
0.9999851,9.0292315e-06,5.6534536e-06,1.7707617e-07,0.9999851,0,none
0.9999919,6.198036e-06,1.8595755e-06,1.2345304e-08,0.9999919,0,none
0.9999963,2.1043409e-06,1.6142367e-07,1.4775363e-06,0.9999963,0,none
0.99997926,1.9998025e-08,5.031755e-07,2.0256859e-05,0.99997926,0,none
0.9999994,2.217512e-08,1.876877e-08,5.2910724e-07,0.9999994,0,none
0.99999607,4.027388e-07,6.957694e-07,2.8094619e-06,0.99999607,0,none
0.9999939,5.0763874e-06,4.471498e-07,5.460801e-07,0.9999939,0,none
0.99996567,4.179082e-08,3.2396147e-05,1.8472954e-06,0.99996567,0,none
0.999997,5.1416794e-07,2.3684545e-06,6.5569786e-08,0.999997,0,none
0.9998987,0.000100294026,8.0857956e-07,1.8387694e-07,0.9998987,0,none
0.99992466,1.3456642e-07,2.7461286e-07,7.489817e-05,0.99992466,0,none
0.9999901,9.886771e-09,2.3554367e-06,7.5337607e-06,0.9999901,0,none
0.99999774,8.137776e-08,9.237015e-07,1.3141599e-06,0.99999774,0,none
0.9998883,1.6228764e-08,9.111729e-05,2.0529476e-05,0.9998883,0,none
0.9999957,1.08245795e-08,3.3402366e-06,8.932558e-07,0.9999957,0,none
0.99999535,1.700187e-07,4.4584253e-06,4.31412e-09,0.99999535,0,none
0.9999958,2.2042107e-06,1.0248107e-06,9.734522e-07,0.9999958,0,none
0.99997914,7.865998e-08,4.7936567e-07,2.0266114e-05,0.99997914,0,none
0.99996126,2.0383988e-05,1.1488005e-05,6.8198024e-06,0.99996126,0,none
0.99979824,4.140072e-05,9.202494e-05,6.8363785e-05,0.99979824,0,none
0.9993818,9.727813e-05,0.0004833404,3.7597954e-05,0.9993818,0,none
0.9999882,5.0654944e-07,1.05845e-05,7.571889e-07,0.9999882,0,none
0.9998896,5.9465136e-05,7.0631036e-06,4.38924e-05,0.9998896,0,none
0.99986494,0.00013200646,4.048323e-07,2.5816933e-06,0.99986494,0,none
0.99997807,4.616021e-06,1.8563711e-06,1.5469692e-05,0.99997807,0,none
0.99995124,6.381823e-07,1.0096924e-05,3.798939e-05,0.99995124,0,none
0.9999889,4.3993214e-06,2.9302387e-06,3.765448e-06,0.9999889,0,none
0.99995875,9.1904894e-07,1.4747097e-05,2.5602589e-05,0.99995875,0,none
0.99991846,3.936716e-05,2.6359932e-05,1.5760168e-05,0.99991846,0,none
0.9998313,0.00013878528,2.0810417e-05,9.008561e-06,0.9998313,0,none
0.9993284,0.0003517377,7.4741474e-06,0.00031244603,0.9993284,0,none
0.9997265,1.2346985e-06,1.0570433e-05,0.00026173468,0.9997265,0,none
0.9998592,8.9766225e-05,1.3606833e-05,3.7427482e-05,0.9998592,0,none
0.9953576,0.0043062926,4.4948516e-05,0.00029121182,0.9953576,0,none
0.9976707,0.00014311526,0.00031214114,0.0018739786,0.9976707,0,none
0.9958611,0.004047044,7.202159e-05,1.9867022e-05,0.9958611,0,none
0.9999901,3.4258394e-06,5.236026e-06,1.1791326e-06,0.9999901,0,none
0.9999434,7.4330414e-06,1.8356577e-05,3.088482e-05,0.9999434,0,none
0.99991465,5.336858e-06,7.992811e-05,2.7344653e-08,0.99991465,0,none
0.9999963,2.3443702e-07,3.1920506e-06,2.5544333e-07,0.9999963,0,none
0.99999857,9.119797e-08,1.3309586e-06,6.671359e-08,0.99999857,0,none
0.9999995,7.500517e-08,3.6657954e-07,7.472016e-08,0.9999995,0,none
0.9999993,1.2668744e-07,4.4472853e-07,1.1587836e-07,0.9999993,0,none
0.9999988,4.4576755e-08,6.1185176e-08,1.0832266e-06,0.9999988,0,none
0.99999917,2.9959227e-07,2.171064e-07,2.6935072e-07,0.99999917,0,none
0.9999994,5.37704e-07,7.7128064e-08,1.1742127e-08,0.9999994,0,none
0.99999774,1.3319478e-06,6.351748e-07,3.120034e-07,0.99999774,0,none
0.99996436,1.6587184e-05,1.937228e-06,1.7104956e-05,0.99996436,0,none
0.99995553,3.5149267e-05,8.850673e-06,5.093633e-07,0.99995553,0,none
0.99992466,2.5860478e-05,1.5025618e-05,3.4492463e-05,0.99992466,0,none
0.9999505,3.880478e-05,3.2835487e-06,7.3853994e-06,0.9999505,0,none
0.9997508,2.4422857e-06,0.00019569334,5.1046198e-05,0.9997508,0,none
0.9989202,0.00019543138,0.00062949595,0.0002548976,0.9989202,0,none
0.99852896,0.00011433078,0.0012969808,5.965366e-05,0.99852896,0,none
0.99988604,6.7766094e-05,4.483052e-05,1.3020925e-06,0.99988604,0,none
0.99992776,1.4455527e-05,5.5972017e-05,1.8307154e-06,0.99992776,0,none
0.9999752,5.9511212e-06,4.557464e-06,1.4259765e-05,0.9999752,0,none
0.999998,2.8393385e-08,1.3558348e-06,6.587425e-07,0.999998,0,none
0.9999969,2.9634545e-08,3.417266e-07,2.7459148e-06,0.9999969,0,none
0.99999714,3.4759022e-08,1.6725251e-06,1.1887053e-06,0.99999714,0,none
0.99999964,8.015173e-08,2.2037302e-07,6.928079e-08,0.99999964,0,none
0.9999988,7.022549e-07,4.7936777e-07,1.7554772e-08,0.9999988,0,none
0.9999988,1.0058013e-06,4.0135557e-08,8.754681e-08,0.9999988,0,none
0.9999919,7.667455e-06,3.091881e-08,3.6945644e-07,0.9999919,0,none
0.99999666,1.315179e-06,1.7065547e-06,2.6962348e-07,0.99999666,0,none
0.9999931,1.613612e-06,5.071196e-06,2.149569e-07,0.9999931,0,none
0.9999906,1.9089674e-08,8.153955e-06,1.2452205e-06,0.9999906,0,none
0.99997914,4.6943867e-08,1.726599e-05,3.5821313e-06,0.99997914,0,none
0.999987,3.8256576e-06,7.825447e-06,1.3261413e-06,0.999987,0,none
0.99999464,2.0656815e-08,3.5582307e-06,1.7702088e-06,0.99999464,0,none
0.99978215,0.00021120078,2.6731475e-06,4.0293016e-06,0.99978215,0,none
0.99993205,1.4046952e-06,8.218793e-07,6.5662745e-05,0.99993205,0,none
0.99995315,1.2582893e-06,2.1659814e-06,4.3435626e-05,0.99995315,0,none
0.99997234,6.270812e-08,1.8489221e-06,2.577391e-05,0.99997234,0,none
0.9999945,2.7989677e-07,7.9790163e-07,4.461923e-06,0.9999945,0,none
0.99999726,6.179197e-07,5.0763924e-07,1.5882201e-06,0.99999726,0,none
0.99999535,1.4004296e-07,3.4658271e-06,1.0077584e-06,0.99999535,0,none
0.99999654,1.5952472e-06,1.4444511e-06,4.2226372e-07,0.99999654,0,none
0.99999726,1.7872036e-06,5.825165e-07,3.8492448e-07,0.99999726,0,none
0.9999863,6.6009943e-07,9.569283e-07,1.2083752e-05,0.9999863,0,none
0.9999876,1.0342154e-07,2.5170173e-06,9.732729e-06,0.9999876,0,none
0.9999988,3.535948e-07,2.973336e-07,5.1393255e-07,0.9999988,0,none
0.99999857,1.3883265e-07,9.667926e-07,2.947969e-07,0.99999857,0,none
0.99999845,1.0861164e-06,2.4996808e-07,2.3736484e-07,0.99999845,0,none
0.9999987,8.41045e-08,1.1452942e-06,2.8036824e-08,0.9999987,0,none
0.99999976,9.984182e-08,2.9441331e-08,7.677202e-08,0.99999976,0,none
0.9999994,6.136587e-09,4.997367e-07,5.733092e-08,0.9999994,0,none
0.9999999,1.0990182e-08,4.139827e-08,7.60748e-09,0.9999999,0,none
0.99999774,3.172113e-07,1.8341569e-06,6.075994e-08,0.99999774,0,none
0.99999976,3.367286e-08,8.841177e-08,6.134041e-08,0.99999976,0,none
0.9999994,9.177055e-08,3.0734302e-08,5.3288903e-07,0.9999994,0,none
0.99999416,9.371493e-08,1.2866414e-07,5.64825e-06,0.99999416,0,none
0.999931,5.2786223e-08,3.3495676e-06,6.55857e-05,0.999931,0,none
0.99979836,3.17114e-08,1.619908e-05,0.00018543939,0.99979836,0,none
0.9999931,2.3872554e-08,4.3963573e-06,2.4574908e-06,0.9999931,0,none
0.9999924,6.1321766e-06,7.5642697e-07,7.8160946e-07,0.9999924,0,none
0.9999975,1.8601561e-07,1.8473638e-07,2.1402152e-06,0.9999975,0,none
0.9999522,4.863532e-06,1.1619447e-07,4.2843287e-05,0.9999522,0,none
0.99987876,1.2178813e-06,1.7537207e-06,0.00011820254,0.99987876,0,none
0.9996044,4.5355443e-07,3.1656002e-06,0.000391969,0.9996044,0,none
0.995501,2.662135e-06,3.3577926e-05,0.004462796,0.995501,0,none
0.99744594,0.00024260215,0.00011651874,0.0021948956,0.99744594,0,none
0.99926406,0.00011594605,0.00053724693,8.2727805e-05,0.99926406,0,none
0.9998807,8.864113e-05,3.1599322e-06,2.751059e-05,0.9998807,0,none
0.9996032,0.00027151254,1.158686e-05,0.000113748116,0.9996032,0,none
0.99996233,2.0562945e-06,1.7970582e-05,1.7680943e-05,0.99996233,0,none
0.9998871,3.5165992e-06,1.2614798e-05,9.673868e-05,0.9998871,0,none
0.99994314,1.5522457e-05,3.6404933e-06,3.7673322e-05,0.99994314,0,none
0.99997723,3.9100237e-06,2.095533e-06,1.6768767e-05,0.99997723,0,none
0.99999046,6.80066e-06,2.3479422e-06,3.3993345e-07,0.99999046,0,none
0.99999464,4.151987e-06,8.3551305e-07,3.1964518e-07,0.99999464,0,none
0.9999262,7.358438e-05,1.285715e-07,5.1478676e-08,0.9999262,0,none
0.9998171,0.00018229242,5.710705e-07,1.1549408e-07,0.9998171,0,none
0.9999839,1.2026677e-05,2.3112214e-06,1.752875e-06,0.9999839,0,none
0.9999863,1.0684365e-05,2.187729e-06,7.947586e-07,0.9999863,0,none
0.9999968,7.6543597e-07,1.2947447e-06,1.1276607e-06,0.9999968,0,none
0.99999905,1.7564498e-07,6.542529e-07,8.523319e-08,0.99999905,0,none
0.9999976,9.701852e-07,6.979157e-07,6.690355e-07,0.9999976,0,none
0.9999858,1.2411e-05,1.4789107e-06,2.3919202e-07,0.9999858,0,none
0.9998834,0.00011589893,6.8189297e-07,3.494791e-08,0.9998834,0,none
0.9999944,2.2212473e-06,2.1848693e-06,1.1538965e-06,0.9999944,0,none
0.9999554,1.7613535e-05,2.8370227e-06,2.4178895e-05,0.9999554,0,none
0.9999964,1.9456274e-06,8.539638e-07,7.4473536e-07,0.9999964,0,none
0.99998784,2.7452718e-06,1.1426569e-06,8.214789e-06,0.99998784,0,none
0.99830085,0.0016966799,1.3885791e-06,1.071201e-06,0.99830085,0,none
0.9929975,0.0069606923,3.098764e-05,1.0736785e-05,0.9929975,0,none
0.98263264,0.014924473,0.0024318881,1.1018409e-05,0.98263264,0,none
0.9939691,0.0020286434,0.0036791465,0.000323074,0.9939691,0,none
0.9999008,3.3033215e-05,1.533159e-05,5.0815794e-05,0.9999008,0,none
0.9997383,2.0437657e-05,0.00023920524,2.0803411e-06,0.9997383,0,none
0.9999747,2.463057e-07,3.0019942e-06,2.1977821e-05,0.9999747,0,none
0.99992967,5.039865e-06,4.5202247e-05,2.0069436e-05,0.99992967,0,none
0.9999367,1.8510678e-05,3.1580683e-05,1.3243817e-05,0.9999367,0,none
0.99995506,1.921714e-05,2.3225415e-05,2.5053612e-06,0.99995506,0,none
0.9999707,2.1671714e-05,6.355699e-06,1.32162e-06,0.9999707,0,none
0.99999213,3.455008e-06,2.8084385e-06,1.6095055e-06,0.99999213,0,none
0.9994505,0.00054606947,1.2175815e-06,2.2358836e-06,0.9994505,0,none
0.99850607,0.0014913905,1.2333983e-06,1.3427949e-06,0.99850607,0,none
0.99995375,2.4891027e-05,6.017732e-06,1.5319012e-05,0.99995375,0,none
0.99995947,5.867807e-06,2.4435842e-05,1.0246313e-05,0.99995947,0,none
0.99993014,3.0678748e-05,1.3061841e-05,2.6127605e-05,0.99993014,0,none
0.9999989,4.593114e-07,1.9946906e-07,3.9020975e-07,0.9999989,0,none
0.9999974,6.9437526e-08,1.4337678e-06,1.0836114e-06,0.9999974,0,none
0.99996126,3.8172624e-05,5.683697e-07,5.4331306e-08,0.99996126,0,none
0.9999993,3.8139504e-07,1.5049211e-07,1.370977e-07,0.9999993,0,none
0.999997,4.5838502e-07,2.1889962e-06,3.6656743e-07,0.999997,0,none
0.9999988,2.9724967e-07,8.696022e-07,2.1631859e-08,0.9999988,0,none
0.9999782,6.717893e-08,2.1736538e-05,5.7870228e-08,0.9999782,0,none
0.99999964,4.713495e-08,2.8158303e-07,7.1948065e-08,0.99999964,0,none
0.9999989,2.624e-07,2.965017e-07,4.7526194e-07,0.9999989,0,none
0.99998724,4.7815165e-06,5.9233884e-07,7.3698675e-06,0.99998724,0,none
0.9999944,5.886893e-07,1.7528951e-06,3.3050314e-06,0.9999944,0,none
0.99998367,6.495788e-07,2.9010428e-07,1.541626e-05,0.99998367,0,none
0.99997544,1.6603053e-05,1.7701648e-06,6.1597025e-06,0.99997544,0,none
0.9999498,2.6651125e-05,1.4699268e-05,8.875616e-06,0.9999498,0,none
0.99997807,7.847416e-06,1.1673395e-05,2.4222588e-06,0.99997807,0,none
0.999992,2.4166545e-07,6.124775e-06,1.6801052e-06,0.999992,0,none
0.9999933,3.3337284e-07,4.4096064e-06,1.8864068e-06,0.9999933,0,none
0.9999341,2.9684062e-07,3.2587593e-06,6.232478e-05,0.9999341,0,none
0.99998295,1.3363018e-07,1.1290186e-05,5.665137e-06,0.99998295,0,none
0.99999833,1.322044e-07,1.1685366e-06,3.7050356e-07,0.99999833,0,none
0.9999962,7.377999e-08,3.8927575e-07,3.347327e-06,0.9999962,0,none
0.9999944,8.798816e-07,1.3722961e-06,3.3627239e-06,0.9999944,0,none
0.99999917,1.6910731e-07,6.686277e-07,3.932609e-09,0.99999917,0,none
